id,topic,difficulty,question,options,correctAnswer,explanationRu,explanationPl
"B1_PRZYIMKI_009","Przyimki — z vs od (źródło)","high","Dostałem list _______ przyjaciela.","A) z | B) od | C) u | D) przez","B","Od — от кого (источник/отправитель): dostać od kogoś. Z — откуда (место): przyjść z Polski.  🔑 Od + dopełniacz (osoba jako źródło): • dostać list od przyjaciela • usłyszeć od kolegi • kupić od sąsiada  • A) ""z przyjaciela"" — неправильно для лица • C) ""u przyjaciela"" — у друга (место) • D) ""przez przyjaciela"" — через друга (посредник)","Od — od kogo (źródło/nadawca): dostać od kogoś. Z — skąd (miejsce): przyjść z Polski.  🔑 Od + dopełniacz (osoba jako źródło): • dostać list od przyjaciela • usłyszeć od kolegi • kupić od sąsiada  • A) ""z przyjaciela"" — błędnie dla osoby • C) ""u przyjaciela"" — u przyjaciela (miejsce) • D) ""przez przyjaciela"" — przez przyjaciela (pośrednik)"
"B1_PRZYIMKI_010","Przyimki — przez vs dla (cel/przyczyna)","high","Zrobiłem to _______ ciebie.","A) przez | B) dla | C) za | D) od","B","Dla — для кого (beneficjent/cel): zrobić dla kogoś. Przez — из-за кого (przyczyna): spóźnić się przez kogoś.  🔑 Dla + dopełniacz (beneficjent): • zrobić dla ciebie (для тебя — в твою пользу) • kupić prezent dla mamy  🔑 Przez + biernik (przyczyna): • spóźnić się przez ciebie (из-за тебя) • nie spać przez hałas  • A) ""przez ciebie"" — из-за тебя (негативно) • C) ""za ciebie"" — вместо тебя • D) ""od ciebie"" — от тебя","Dla — dla kogo (beneficjent/cel): zrobić dla kogoś. Przez — przez kogo (przyczyna): spóźnić się przez kogoś.  🔑 Dla + dopełniacz (beneficjent): • zrobić dla ciebie (dla ciebie — na twoją korzyść) • kupić prezent dla mamy  🔑 Przez + biernik (przyczyna): • spóźnić się przez ciebie (z twojej winy) • nie spać przez hałas  • A) ""przez ciebie"" — z twojej winy (negatywnie) • C) ""za ciebie"" — zamiast ciebie • D) ""od ciebie"" — od ciebie"
"B1_PRZYIMKI_011","Przyimki — za vs w (czas)","high","Wrócę _______ godzinę.","A) w | B) po | C) przez | D) za","D","Za — через (сколько времени): za godzinę, za tydzień. W — в течение (как быстро): w godzinę = за час (сделать что-то).  🔑 Za + biernik (kiedy w przyszłości): • wrócę za godzinę (через час) • spotkamy się za tydzień  🔑 W + biernik (jak długo trwa): • zrobię to w godzinę (за час — длительность) • przeczytałem książkę w jeden dzień  • A) ""w godzinę"" — за час (длительность действия) • B) ""po godzinie"" — после часа (после того как пройдёт) • C) ""przez godzinę"" — в течение часа (длительность)","Za — za (ile czasu): za godzinę, za tydzień. W — w (jak szybko): w godzinę = w ciągu godziny (zrobić coś).  🔑 Za + biernik (kiedy w przyszłości): • wrócę za godzinę (za godzinę) • spotkamy się za tydzień  🔑 W + biernik (jak długo trwa): • zrobię to w godzinę (w ciągu godziny) • przeczytałem książkę w jeden dzień  • A) ""w godzinę"" — w ciągu godziny (czas trwania czynności) • B) ""po godzinie"" — po godzinie (po upływie) • C) ""przez godzinę"" — przez godzinę (czas trwania)"
"B1_PRZYIMKI_012","Przyimki — o vs na (temat)","high","Rozmawialiśmy _______ polityce.","A) na | B) o | C) w | D) z","B","O — о чём (temat rozmowy): rozmawiać o czymś. Na — на какую тему (temat wykładu): wykład na temat czegoś.  🔑 O + miejscownik (temat rozmowy): • rozmawiać o polityce • myśleć o przyszłości • marzyć o wakacjach  • A) ""na polityce"" — неправильно для ""rozmawiać"" • C) ""w polityce"" — в политике (сфера) • D) ""z polityką"" — с политикой (инструмент)","O — o czym (temat rozmowy): rozmawiać o czymś. Na — na jaki temat (temat wykładu): wykład na temat czegoś.  🔑 O + miejscownik (temat rozmowy): • rozmawiać o polityce • myśleć o przyszłości • marzyć o wakacjach  • A) ""na polityce"" — błędnie dla ""rozmawiać"" • C) ""w polityce"" — w polityce (dziedzina) • D) ""z polityką"" — z polityką (narzędzie)"
"B1_PRZYIMKI_013","Przyimki — przed vs za (położenie)","high","Samochód stoi tuż _______ wejściem do domu.","A) przed | B) za | C) przy | D) nad","A","Przed — перед (спереди): przed wejściem. Za — за (сзади): za wejściem.  🔑 Контекст ""tuż przed wejściem"" однозначно указывает на положение спереди.  • B) ""za wejściem"" — за входом (не подходит по смыслу) • C) ""przy wejściu"" — у входа (не сочетается с ""tuż"") • D) ""nad wejściem"" — над входом (невозможно для машины)","Przed — przed (z przodu): przed wejściem. Za — za (z tyłu): za wejściem.  🔑 Kontekst ""tuż przed wejściem"" jednoznacznie wskazuje na położenie z przodu.  • B) ""za wejściem"" — za wejściem (nie pasuje znaczeniowo) • C) ""przy wejściu"" — przy wejściu (nie łączy się z ""tuż"") • D) ""nad wejściem"" — nad wejściem (niemożliwe dla samochodu)"
"B1_PRZYIMKI_014","Przyimki — mimo vs pomimo (przyzwolenie)","high","_______ deszczu poszliśmy na spacer.","A) Przez | B) Z powodu | C) Mimo | D) Wbrew","C","Mimo/pomimo — несмотря на (przyzwolenie): mimo deszczu = несмотря на дождь. Wbrew — вопреки (sprzeciw): wbrew rodzicom = вопреки родителям.  🔑 Mimo + dopełniacz (przyzwolenie): • mimo deszczu (несмотря на дождь) • mimo zmęczenia (несмотря на усталость) • pomimo trudności (несмотря на трудности)  • A) ""Przez deszcz"" — из-за дождя (przyczyna) • B) ""Z powodu deszczu"" — по причине дождя (przyczyna) • D) ""Wbrew deszczowi"" — вопреки дождю (celownik, менее естественно)","Mimo/pomimo — mimo (przyzwolenie): mimo deszczu = mimo deszczu. Wbrew — wbrew (sprzeciw): wbrew rodzicom = wbrew rodzicom.  🔑 Mimo + dopełniacz (przyzwolenie): • mimo deszczu (mimo deszczu) • mimo zmęczenia (mimo zmęczenia) • pomimo trudności (pomimo trudności)  • A) ""Przez deszcz"" — przez deszcz (przyczyna) • B) ""Z powodu deszczu"" — z powodu deszczu (przyczyna) • D) ""Wbrew deszczowi"" — wbrew deszczowi (celownik, mniej naturalne)"
"B2_PRZYIMKI_005","Przyimki — złożone (ze względu na, w związku z)","very high","_______ trudną sytuację finansową firma musiała zwolnić pracowników.","A) Ze względu na | B) W związku z | C) Z powodu | D) Dzięki","A","Ze względu na + biernik — с учётом, ввиду (официальный стиль). W związku z + narzędnik — в связи с. Z powodu + dopełniacz — по причине.  🔑 Różnice: • Ze względu na + biernik: ze względu na sytuację (ввиду ситуации) • W związku z + narzędnik: w związku z sytuacją (в связи с ситуацией) • Z powodu + dopełniacz: z powodu sytuacji (по причине ситуации)  Здесь ""trudną sytuację"" — biernik, поэтому ze względu na.  • B) ""W związku z"" — требует narzędnika (w związku z trudną sytuacją) • C) ""Z powodu"" — требует dopełniacza (z powodu trudnej sytuacji) • D) ""Dzięki"" — благодаря (положительно)","Ze względu na + biernik — ze względu na (styl oficjalny). W związku z + narzędnik — w związku z. Z powodu + dopełniacz — z powodu.  🔑 Różnice: • Ze względu na + biernik: ze względu na sytuację • W związku z + narzędnik: w związku z sytuacją • Z powodu + dopełniacz: z powodu sytuacji  Tu ""trudną sytuację"" — biernik, więc ze względu na.  • B) ""W związku z"" — wymaga narzędnika (w związku z trudną sytuacją) • C) ""Z powodu"" — wymaga dopełniacza (z powodu trudnej sytuacji) • D) ""Dzięki"" — dzięki (pozytywnie)"
"B2_PRZYIMKI_006","Przyimki — wzdłuż vs wokół vs poprzez","very high","Szliśmy _______ rzeki, podziwiając krajobraz.","A) poprzez | B) wokół | C) wzdłuż | D) przez","C","Wzdłuż + dopełniacz — вдоль: wzdłuż rzeki. Wokół + dopełniacz — вокруг: wokół jeziora. Poprzez + biernik — через (книжн.): poprzez las.  🔑 Przyimki kierunku/położenia: • wzdłuż rzeki — вдоль реки (параллельно) • wokół jeziora — вокруг озера (по кругу) • poprzez las — через лес (насквозь, книжн.) • przez las — через лес (насквозь, нейтр.)  • A) ""poprzez rzeki"" — через реки (книжн., не подходит) • B) ""wokół rzeki"" — вокруг реки (по кругу) • D) ""przez rzeki"" — через реки (пересекая)","Wzdłuż + dopełniacz — wzdłuż: wzdłuż rzeki. Wokół + dopełniacz — wokół: wokół jeziora. Poprzez + biernik — poprzez (książk.): poprzez las.  🔑 Przyimki kierunku/położenia: • wzdłuż rzeki — wzdłuż rzeki (równolegle) • wokół jeziora — wokół jeziora (dookoła) • poprzez las — poprzez las (na wskroś, książk.) • przez las — przez las (na wskroś, neutr.)  • A) ""poprzez rzeki"" — poprzez rzeki (książk., nie pasuje) • B) ""wokół rzeki"" — wokół rzeki (dookoła) • D) ""przez rzeki"" — przez rzeki (przecinając)"
"B1_PRZYIMKI_015","Przyimki — pod vs nad (położenie)","high","Lampa wisi _______ stołem.","A) pod | B) przy | C) nad | D) za","C","Nad — над (выше): nad stołem. Pod — под (ниже): pod stołem.  🔑 Nad vs pod (położenie): • lampa wisi nad stołem — лампа висит над столом • kot śpi pod stołem — кот спит под столом  • A) ""pod stołem"" — под столом (лампа не может висеть под) • B) ""przy stole"" — около стола (рядом) • D) ""za stołem"" — за столом (сзади)","Nad — nad (wyżej): nad stołem. Pod — pod (niżej): pod stołem.  🔑 Nad vs pod (położenie): • lampa wisi nad stołem — lampa wisi nad stołem • kot śpi pod stołem — kot śpi pod stołem  • A) ""pod stołem"" — pod stołem (lampa nie może wisieć pod) • B) ""przy stole"" — przy stole (obok) • D) ""za stołem"" — za stołem (z tyłu)"
"B1_PRZYIMKI_016","Przyimki — między vs wśród (położenie)","high","Usiadłem _______ dwoma kolegami.","A) wśród | B) między | C) pośród | D) przy","B","Między — между (двумя объектами): między + narzędnik. Wśród/pośród — среди (многих): wśród + dopełniacz.  🔑 Między vs wśród: • między dwoma kolegami — между двумя коллегами • wśród kolegów — среди коллег (много)  • A) ""wśród dwoma"" — неправильный падеж (wśród + dopełniacz) • C) ""pośród dwoma"" — неправильный падеж (pośród + dopełniacz) • D) ""przy dwoma"" — около двух (рядом)","Między — między (dwoma obiektami): między + narzędnik. Wśród/pośród — wśród (wielu): wśród + dopełniacz.  🔑 Między vs wśród: • między dwoma kolegami — między dwoma kolegami • wśród kolegów — wśród kolegów (wielu)  • A) ""wśród dwoma"" — błędny przypadek (wśród + dopełniacz) • C) ""pośród dwoma"" — błędny przypadek (pośród + dopełniacz) • D) ""przy dwoma"" — przy dwóch (obok)"
"B1_PRZYIMKI_017","Przyimki — obok vs naprzeciwko (położenie)","high","Sklep znajduje się _______ banku, po drugiej stronie ulicy.","A) naprzeciwko | B) obok | C) koło | D) przy","A","Naprzeciwko — напротив (на другой стороне). Obok/koło/przy — рядом (на той же стороне).  🔑 Контекст ""по другой стороне улицы"" указывает на naprzeciwko.  • B) ""obok"" — рядом (на той же стороне) • C) ""koło"" — около (на той же стороне) • D) ""przy"" — у (на той же стороне)","Naprzeciwko — naprzeciwko (po drugiej stronie). Obok/koło/przy — obok (po tej samej stronie).  🔑 Kontekst ""po drugiej stronie ulicy"" wskazuje na naprzeciwko.  • B) ""obok"" — obok (po tej samej stronie) • C) ""koło"" — koło (po tej samej stronie) • D) ""przy"" — przy (po tej samej stronie)"
"B1_PRZYIMKI_018","Przyimki — wewnątrz vs na zewnątrz","high","Zostawiliśmy bagaże _______ samochodu.","A) na zewnątrz | B) obok | C) wewnątrz | D) przy","C","Wewnątrz — внутри (в середине). Na zewnątrz — снаружи.  🔑 Багаж оставляют внутри машины → wewnątrz samochodu.  • A) ""na zewnątrz"" — снаружи (не типично для багажа) • B) ""obok"" — рядом (не внутри) • D) ""przy"" — у (не внутри)","Wewnątrz — wewnątrz (w środku). Na zewnątrz — na zewnątrz.  🔑 Bagaże zostawia się wewnątrz samochodu → wewnątrz samochodu.  • A) ""na zewnątrz"" — na zewnątrz (nietypowe dla bagażu) • B) ""obok"" — obok (nie wewnątrz) • D) ""przy"" — przy (nie wewnątrz)"
"B1_PRZYIMKI_019","Przyimki — dzięki vs z powodu (przyczyna)","high","_______ twojej pomocy udało mi się zdać egzamin.","A) Z powodu | B) Dzięki | C) Przez | D) Wskutek","B","Dzięki — благодаря (положительная причина). Z powodu/przez — из-за (часто негативная причина). Wskutek — вследствие (формально, нейтрально).  🔑 Успех (здать экзамен) = положительный результат → dzięki.  • A) ""Z powodu"" — из-за (нейтрально/негативно) • C) ""Przez"" — из-за (негативно) • D) ""Wskutek"" — вследствие (формально, нейтрально)","Dzięki — dzięki (pozytywna przyczyna). Z powodu/przez — z powodu (często negatywna przyczyna). Wskutek — wskutek (formalnie, neutralnie).  🔑 Sukces (zdać egzamin) = pozytywny rezultat → dzięki.  • A) ""Z powodu"" — z powodu (neutralnie/negatywnie) • C) ""Przez"" — przez (negatywnie) • D) ""Wskutek"" — wskutek (formalnie, neutralnie)"
"B1_PRZYIMKI_020","Przyimki — według vs wbrew","high","_______ przepisom nie wolno tu parkować.","A) Według | B) Wbrew | C) Zdaniem | D) Dzięki","A","Według — согласно (правилам, законам). Wbrew — вопреки (нарушение).  🔑 ""Не разрешается"" = согласно правилам → według przepisów.  • B) ""Wbrew"" — вопреки (нарушение, не подходит) • C) ""Zdaniem"" — по мнению (для людей, не правил) • D) ""Dzięki"" — благодаря (не подходит по смыслу)","Według — według (przepisów, zasad). Wbrew — wbrew (naruszenie).  🔑 ""Nie wolno"" = według przepisów → według przepisów.  • B) ""Wbrew"" — wbrew (naruszenie, nie pasuje) • C) ""Zdaniem"" — zdaniem (dla osób, nie przepisów) • D) ""Dzięki"" — dzięki (nie pasuje znaczeniowo)"
"B1_PRZYIMKI_021","Przyimki — bez vs oprócz vs poza","high","Który przyimek jest najbardziej neutralny w języku codziennym? ""Wszyscy przyszli _______ Marka.""","A) bez | B) oprócz | C) poza | D) mimo","B","Oprócz — кроме (исключение из группы) — наиболее нейтральная форма. Poza — кроме (более книжно/официально). Bez — без (другое значение).  🔑 В разговорном языке oprócz — наиболее частотная и нейтральная форма.  • A) ""bez"" — другое значение (отсутствие, не исключение) • C) ""poza"" — книжно/официально, не нейтрально • D) ""mimo"" — несмотря на (другое значение)","Oprócz — oprócz (wyłączenie z grupy) — najbardziej neutralna forma. Poza — oprócz (bardziej książkowo/oficjalnie). Bez — bez (inne znaczenie).  🔑 W języku codziennym oprócz — najbardziej częsta i neutralna forma.  • A) ""bez"" — inne znaczenie (brak, nie wyłączenie) • C) ""poza"" — książkowo/oficjalnie, nie neutralnie • D) ""mimo"" — mimo (inne znaczenie)"
"B1_PRZYIMKI_022","Przyimki — zamiast vs w miejsce","high","_______ kawy wypiję herbatę.","A) Zamiast | B) W miejsce | C) Na miejsce | D) Zamiast i w miejsce","A","Zamiast — вместо (замена): zamiast kawy. W miejsce — на место (формальный стиль, реже используется с напитками).  🔑 Zamiast vs w miejsce: • zamiast kawy — вместо кофе (нейтрально) • w miejsce dyrektora — на место директора (формально)  • B) ""W miejsce kawy"" — слишком формально для напитков • C) ""Na miejsce kawy"" — неправильно • D) Не оба варианта одинаково естественны","Zamiast — zamiast (zamiana): zamiast kawy. W miejsce — w miejsce (styl formalny, rzadziej z napojami).  🔑 Zamiast vs w miejsce: • zamiast kawy — zamiast kawy (neutralnie) • w miejsce dyrektora — w miejsce dyrektora (formalnie)  • B) ""W miejsce kawy"" — zbyt formalnie dla napojów • C) ""Na miejsce kawy"" — błędnie • D) Nie oba warianty są jednakowo naturalne"
"B2_PRZYIMKI_007","Przyimki — celem vs w celu vs dla","very high","_______ uzyskania wizy należy złożyć wniosek.","A) Dla | B) W celu | C) Celem | D) B i C są poprawne","D","W celu + dopełniacz — с целью (формальный стиль). Celem + dopełniacz — с целью (очень формальный, канцелярский стиль). Dla — для (не подходит перед rzeczownikiem odczasownikowym).  🔑 W celu vs celem: • w celu uzyskania wizy — с целью получения визы • celem uzyskania wizy — с целью получения визы (канцелярит)  Оба варианта (B и C) грамматически корректны в официальном контексте.  • A) ""Dla uzyskania"" — неправильно (dla + osoba/rzecz, не czynność)","W celu + dopełniacz — w celu (styl formalny). Celem + dopełniacz — celem (bardzo formalny, styl urzędowy). Dla — dla (nie pasuje przed rzeczownikiem odczasownikowym).  🔑 W celu vs celem: • w celu uzyskania wizy — w celu uzyskania wizy • celem uzyskania wizy — celem uzyskania wizy (urzędowo)  Oba warianty (B i C) są gramatycznie poprawne w oficjalnym kontekście.  • A) ""Dla uzyskania"" — błędnie (dla + osoba/rzecz, nie czynność)"
"B2_PRZYIMKI_008","Przyimki — wobec vs względem vs w stosunku do","very high","Jego zachowanie _______ rodziców było nieodpowiednie.","A) wobec | B) względem | C) w stosunku do | D) Wszystkie są poprawne","D","Wobec, względem, w stosunku do — все означают ""по отношению к"" и могут использоваться взаимозаменяемо в контексте поведения.  🔑 Wobec vs względem vs w stosunku do: • zachowanie wobec rodziców — поведение по отношению к родителям • zachowanie względem rodziców — поведение по отношению к родителям • zachowanie w stosunku do rodziców — поведение по отношению к родителям  Все три варианта грамматически корректны и естественны.","Wobec, względem, w stosunku do — wszystkie oznaczają ""wobec"" i mogą być używane zamiennie w kontekście zachowania.  🔑 Wobec vs względem vs w stosunku do: • zachowanie wobec rodziców — zachowanie wobec rodziców • zachowanie względem rodziców — zachowanie względem rodziców • zachowanie w stosunku do rodziców — zachowanie w stosunku do rodziców  Wszystkie trzy warianty są gramatycznie poprawne i naturalne."
"B1_SPOJNIKI_005","Spójniki — żeby vs że (cel vs treść)","high","Chcę, _______ mi pomogła.","A) żebyś | B) że | C) żeby | D) aby","A","Żebyś — чтобы ты (желание + личная форма). Żeby — чтобы (без личной формы, требует отдельного подлежащего).  🔑 Chcieć + żebyś/żebyście/żeby: • Chcę, żebyś mi pomogła. — Хочу, чтобы ты мне помогла. • Chcę, żeby ona mi pomogła. — Хочу, чтобы она мне помогла.  • B) ""że"" — для сообщения факта, не желания • C) ""żeby"" — требует отдельного подлежащего (żeby ona) • D) ""aby"" — то же, что żeby, но без личной формы","Żebyś — żebyś (pragnienie + forma osobowa). Żeby — żeby (bez formy osobowej, wymaga oddzielnego podmiotu).  🔑 Chcieć + żebyś/żebyście/żeby: • Chcę, żebyś mi pomogła. — Chcę, żebyś mi pomogła. • Chcę, żeby ona mi pomogła. — Chcę, żeby ona mi pomogła.  • B) ""że"" — dla przekazania faktu, nie pragnienia • C) ""żeby"" — wymaga oddzielnego podmiotu (żeby ona) • D) ""aby"" — to samo co żeby, ale bez formy osobowej"
"B1_SPOJNIKI_006","Spójniki — chociaż vs choć (przyzwolenie)","high","Która forma jest bardziej potoczna? ""_______ padał deszcz, poszliśmy na spacer.""","A) Chociaż | B) Mimo że | C) Choć | D) Pomimo że","C","Choć — сокращённая, разговорная форма ""chociaż"". Chociaż — нейтральная форма. Mimo że/pomimo że — более формальные формы.  🔑 Регистры: • choć — разговорно (potocznie) • chociaż — нейтрально • mimo że/pomimo że — формально  • A) ""Chociaż"" — нейтрально • B) ""Mimo że"" — формально • D) ""Pomimo że"" — формально","Choć — skrócona, potoczna forma ""chociaż"". Chociaż — neutralna forma. Mimo że/pomimo że — bardziej formalne formy.  🔑 Rejestry: • choć — potocznie • chociaż — neutralnie • mimo że/pomimo że — formalnie  • A) ""Chociaż"" — neutralnie • B) ""Mimo że"" — formalnie • D) ""Pomimo że"" — formalnie"
"B1_SPOJNIKI_007","Spójniki — bo vs ponieważ vs dlatego że (przyczyna)","high","Nie poszedłem na imprezę, _______ byłem chory.","A) bo | B) ponieważ | C) dlatego że | D) A, B i C są poprawne","D","Bo, ponieważ, dlatego że — все три союза грамматически корректны в этом предложении.  🔑 Различия стилистические: • bo — нейтрально, разговорно • ponieważ — более формально • dlatego że — более формально  Все три варианта выражают причину и взаимозаменяемы.","Bo, ponieważ, dlatego że — wszystkie trzy spójniki są gramatycznie poprawne w tym zdaniu.  🔑 Różnice stylistyczne: • bo — neutralnie, potocznie • ponieważ — bardziej formalnie • dlatego że — bardziej formalnie  Wszystkie trzy warianty wyrażają przyczynę i są zamienne."
"B1_SPOJNIKI_008","Spójniki — więc vs dlatego vs zatem (skutek)","high","Byłem zmęczony, _______ poszedłem spać wcześniej.","A) więc | B) dlatego | C) zatem | D) A, B i C są poprawne","D","Więc, dlatego, zatem — все три союза грамматически корректны в этом предложении.  🔑 Различия стилистические: • więc — нейтрально, разговорно • dlatego — универсально • zatem — более формально  Все три варианта выражают следствие и взаимозаменяемы.","Więc, dlatego, zatem — wszystkie trzy spójniki są gramatycznie poprawne w tym zdaniu.  🔑 Różnice stylistyczne: • więc — neutralnie, potocznie • dlatego — uniwersalnie • zatem — bardziej formalnie  Wszystkie trzy warianty wyrażają skutek i są zamienne."
"B1_SPOJNIKI_009","Spójniki — jeśli vs jeżeli vs gdy (warunek)","high","_______ będziesz miał czas, zadzwoń do mnie.","A) Jeśli | B) Jeżeli | C) Gdy | D) Wszystkie są poprawne","D","Jeśli, jeżeli, gdy — все могут выражать условие и использоваться взаимозаменяемо в данном контексте.  🔑 Jeśli vs jeżeli vs gdy: • jeśli będziesz miał czas — если будешь иметь время • jeżeli będziesz miał czas — если будешь иметь время • gdy będziesz miał czas — когда/если будешь иметь время  Все три варианта грамматически корректны для выражения условия.","Jeśli, jeżeli, gdy — wszystkie mogą wyrażać warunek i być używane zamiennie w tym kontekście.  🔑 Jeśli vs jeżeli vs gdy: • jeśli będziesz miał czas — jeśli będziesz miał czas • jeżeli będziesz miał czas — jeżeli będziesz miał czas • gdy będziesz miał czas — gdy będziesz miał czas  Wszystkie trzy warianty są gramatycznie poprawne dla wyrażenia warunku."
"B1_SPOJNIKI_010","Spójniki — ani...ani vs albo...albo vs czy...czy","high","Nie lubię _______ kawy, _______ herbaty.","A) albo...albo | B) czy...czy | C) ani...ani | D) lub...lub","C","Ani...ani — ни...ни (отрицание двух элементов). Albo...albo — или...или (выбор). Czy...czy — или...или (вопрос/неуверенность).  🔑 Ani...ani в отрицательных предложениях: • Nie lubię ani kawy, ani herbaty. — Я не люблю ни кофе, ни чая.  • A) ""albo...albo"" — для выбора, не отрицания • B) ""czy...czy"" — для вопросов/неуверенности • D) ""lub...lub"" — не используется парно","Ani...ani — ani...ani (zaprzeczenie dwóch elementów). Albo...albo — albo...albo (wybór). Czy...czy — czy...czy (pytanie/niepewność).  🔑 Ani...ani w zdaniach przeczących: • Nie lubię ani kawy, ani herbaty. — Nie lubię ani kawy, ani herbaty.  • A) ""albo...albo"" — dla wyboru, nie zaprzeczenia • B) ""czy...czy"" — dla pytań/niepewności • D) ""lub...lub"" — nie używa się parami"
"B1_SPOJNIKI_011","Spójniki — zarówno...jak i vs nie tylko...ale też","high","_______ Marek, _______ Anna zdali egzamin.","A) Nie tylko...ale też | B) Zarówno...jak i | C) Czy...czy | D) Albo...albo","B","Zarówno...jak i — как...так и (оба элемента равнозначны). Nie tylko...ale też — не только...но и (второй элемент добавляется).  🔑 Zarówno...jak i: • Zarówno Marek, jak i Anna zdali egzamin. — Как Марек, так и Анна сдали экзамен.  • A) ""Nie tylko...ale też"" — возможно, но подчёркивает добавление • C) ""Czy...czy"" — для вопросов/неуверенности • D) ""Albo...albo"" — для выбора одного из двух","Zarówno...jak i — zarówno...jak i (oba elementy równorzędne). Nie tylko...ale też — nie tylko...ale też (drugi element dodawany).  🔑 Zarówno...jak i: • Zarówno Marek, jak i Anna zdali egzamin. — Zarówno Marek, jak i Anna zdali egzamin.  • A) ""Nie tylko...ale też"" — możliwe, ale podkreśla dodanie • C) ""Czy...czy"" — dla pytań/niepewności • D) ""Albo...albo"" — dla wyboru jednego z dwóch"
"B1_SPOJNIKI_012","Spójniki — dopóki vs zanim vs nim (czas)","high","_______ nie skończysz pracy, nie wyjdziesz.","A) Zanim | B) Dopóki | C) Nim | D) Kiedy","B","Dopóki — пока (не) (длительность до момента). Zanim/nim — прежде чем (предшествование).  🔑 Dopóki vs zanim: • Dopóki nie skończysz — пока не закончишь (условие продолжения) • Zanim skończysz — прежде чем закончишь (предшествование)  В данном контексте ""dopóki nie"" — условие: пока не закончишь, не выйдешь.  • A) ""Zanim"" — требует другой конструкции (zanim skończysz) • C) ""Nim"" — то же, что zanim (nim skończysz) • D) ""Kiedy"" — когда (не подходит по смыслу)","Dopóki — dopóki (nie) (trwanie do momentu). Zanim/nim — zanim (poprzedzanie).  🔑 Dopóki vs zanim: • Dopóki nie skończysz — dopóki nie skończysz (warunek kontynuacji) • Zanim skończysz — zanim skończysz (poprzedzanie)  W tym kontekście ""dopóki nie"" — warunek: dopóki nie skończysz, nie wyjdziesz.  • A) ""Zanim"" — wymaga innej konstrukcji (zanim skończysz) • C) ""Nim"" — to samo co zanim (nim skończysz) • D) ""Kiedy"" — kiedy (nie pasuje znaczeniowo)"
"B2_SPOJNIKI_003","Spójniki — o ile vs pod warunkiem że vs chyba że","very high","Które spójniki wyrażają WARUNEK POZYTYWNY? ""Przyjdę na spotkanie, _______ nie będę musiał pracować.""","A) o ile | B) pod warunkiem że | C) jeśli tylko | D) A i B są poprawne","D","O ile и pod warunkiem że — оба выражают положительное условие и взаимозаменяемы. Jeśli tylko — также выражает условие, но с другим оттенком.  🔑 Положительное условие: • o ile nie będę musiał — если только не буду должен • pod warunkiem że nie będę musiał — при условии что не буду должен  Оба варианта (A и B) корректны и взаимозаменяемы.  • C) ""jeśli tylko"" — выражает условие, но с другим оттенком (""если только"" в смысле ""лишь бы"")","O ile i pod warunkiem że — oba wyrażają warunek pozytywny i są zamienne. Jeśli tylko — też wyraża warunek, ale z innym odcieniem.  🔑 Warunek pozytywny: • o ile nie będę musiał — o ile nie będę musiał • pod warunkiem że nie będę musiał — pod warunkiem że nie będę musiał  Oba warianty (A i B) są poprawne i zamienne.  • C) ""jeśli tylko"" — wyraża warunek, ale z innym odcieniem (""jeśli tylko"" w sensie ""byleby"")"
"B2_SPOJNIKI_004","Spójniki — aczkolwiek vs niemniej jednak","very high","Która forma jest typowym spójnikiem zdaniowym W TEJ POZYCJI (po przecinku)? ""Projekt był trudny, _______ udało nam się go ukończyć na czas.""","A) aczkolwiek | B) jakkolwiek | C) niemniej jednak | D) choć","C","Niemniej jednak — тем не менее (типичный союз после запятой). Aczkolwiek/jakkolwiek — хотя (требуют позиции в начале предложения). Choć — хотя (также требует начальной позиции).  🔑 Позиция в предложении: • Aczkolwiek projekt był trudny, udało nam się... — в начале • Projekt był trudny, niemniej jednak udało nam się... — после запятой  • A) ""aczkolwiek"" — требует начальной позиции • B) ""jakkolwiek"" — требует начальной позиции • D) ""choć"" — требует начальной позиции","Niemniej jednak — niemniej jednak (typowy spójnik po przecinku). Aczkolwiek/jakkolwiek — aczkolwiek (wymagają pozycji na początku zdania). Choć — choć (też wymaga pozycji początkowej).  🔑 Pozycja w zdaniu: • Aczkolwiek projekt był trudny, udało nam się... — na początku • Projekt był trudny, niemniej jednak udało nam się... — po przecinku  • A) ""aczkolwiek"" — wymaga pozycji początkowej • B) ""jakkolwiek"" — wymaga pozycji początkowej • D) ""choć"" — wymaga pozycji początkowej"
